Id,SalePrice
1461,115862.9899
1462,155629.9888
1463,173839.4616
1464,183674.221
1465,203292.6559
1466,178459.0595
1467,165992.9283
1468,172600.0461
1469,190380.2978
1470,115551.0862
1471,180932.2937
1472,99396.90731
1473,97367.90973
1474,131656.8188
1475,106920.1027
1476,406990.9624
1477,281788.1603
1478,316448.2518
1479,312313.7229
1480,522841.8023
1481,327980.652
1482,221756.2587
1483,190310.163
1484,165294.0657
1485,174312.7719
1486,204012.2847
1487,337347.6285
1488,281989.3838
1489,213674.808
1490,222166.3025
1491,201552.7404
1492,106457.8371
1493,176849.4197
1494,301986.3016
1495,301140.5941
1496,215956.2895
1497,202988.4253
1498,170642.0527
1499,152592.5492
1500,144712.9182
1501,177189.4414
1502,161018.26
1503,277662.6557
1504,251380.6126
1505,236773.3684
1506,205664.4957
1507,229088.6601
1508,198494.6183
1509,165658.0762
1510,148228.6732
1511,146671.5847
1512,168727.0407
1513,162756.2366
1514,143415.4142
1515,185599.2005
1516,156627.0265
1517,142263.6885
1518,148157.8276
1519,211951.3654
1520,131346.8045
1521,136418.5401
1522,172050.5131
1523,123123.0334
1524,120313.0181
1525,119173.6602
1526,117752.5641
1527,99306.57482
1528,132561.8402
1529,141001.8757
1530,169733.2569
1531,115707.7191
1532,98634.24652
1533,151166.7534
1534,129810.313
1535,145081.2924
1536,118850.4322
1537,83570.49341
1538,149941.4772
1539,161303.4077
1540,130317.1725
1541,138474.7044
1542,142228.2414
1543,169911.0001
1544,88593.87726
1545,120435.8643
1546,129365.8801
1547,130231.7003
1548,138936.0287
1549,112336.1725
1550,137652.7265
1551,122429.5954
1552,135468.978
1553,126232.0849
1554,121593.6112
1555,181449.1596
1556,124506.357
1557,94735.82057
1558,111063.2472
1559,113338.1476
1560,128312.5481
1561,114624.9385
1562,115944.4303
1563,115156.942
1564,140488.579
1565,146292.6182
1566,223444.6399
1567,92808.41735
1568,220595.4223
1569,123275.7158
1570,124427.9675
1571,125301.8748
1572,131845.6688
1573,223027.2625
1574,151469.711
1575,200075.0742
1576,213842.1196
1577,191724.6724
1578,128902.2722
1579,138647.2594
1580,198270.6926
1581,132962.8707
1582,123620.5228
1583,292639.2222
1584,223071.6904
1585,129857.0856
1586,72661.55579
1587,108145.0752
1588,139078.3402
1589,117483.9859
1590,140951.0035
1591,104734.1908
1592,123185.8025
1593,118932.3202
1594,119417.2902
1595,128631.2814
1596,219718.4357
1597,168665.2551
1598,206315.3094
1599,157726.1688
1600,172662.6323
1601,67841.49525
1602,114590.7665
1603,72910.2473
1604,244142.35
1605,244746.2466
1606,166749.3274
1607,197010.1288
1608,239774.6569
1609,213548.4307
1610,171738.1931
1611,147271.1518
1612,181415.2493
1613,172738.3577
1614,99279.16895
1615,86332.28579
1616,96488.55257
1617,102304.6731
1618,116445.0562
1619,126122.862
1620,176856.9254
1621,146283.9838
1622,143799.8725
1623,247917.35
1624,199119.6022
1625,121832.0661
1626,178430.8905
1627,183990.1545
1628,264797.5092
1629,179072.6583
1630,322535.4939
1631,244686.4355
1632,244981.1175
1633,169985.2416
1634,185925.657
1635,170792.5978
1636,166710.5876
1637,180582.47
1638,202883.196
1639,191870.1103
1640,234227.2826
1641,184616.2932
1642,236667.7011
1643,256333.5886
1644,251325.777
1645,180720.8385
1646,153281.9278
1647,170921.039
1648,145540.3011
1649,129445.3733
1650,113908.8511
1651,114760.3835
1652,99969.44655
1653,99682.76588
1654,149788.2582
1655,128190.8696
1656,132436.4904
1657,150670.7358
1658,149170.4743
1659,119674.4353
1660,135465.7512
1661,448149.1617
1662,364266.0869
1663,410942.098
1664,543518.7945
1665,368623.1482
1666,308632.8513
1667,346479.2297
1668,368352.1686
1669,294565.2126
1670,378667.0366
1671,268005.86
1672,415771.2861
1673,305912.8053
1674,284156.0702
1675,192002.9601
1676,167180.9762
1677,207986.0397
1678,513588.6059
1679,357083.6591
1680,335411.5155
1681,281375.9463
1682,298494.5339
1683,206978.2518
1684,188276.7024
1685,177252.1965
1686,171110.9656
1687,172748.1221
1688,199535.2292
1689,198047.6502
1690,189687.5955
1691,179199.5748
1692,245735.3778
1693,172869.0341
1694,176029.223
1695,171318.4436
1696,255273.4556
1697,171357.6054
1698,336874.233
1699,326063.3942
1700,246626.2998
1701,277100.0645
1702,297858.3897
1703,290559.2892
1704,296976.7013
1705,249894.3449
1706,474432.0275
1707,235079.5932
1708,231905.8739
1709,297807.5981
1710,247984.6386
1711,265237.9697
1712,296239.496
1713,272235.0978
1714,244112.5835
1715,221110.3182
1716,190703.9436
1717,182065.7066
1718,152660.7563
1719,208229.596
1720,244185.0812
1721,180851.8975
1722,141317.5577
1723,156383.0494
1724,223282.5352
1725,219886.006
1726,182779.2263
1727,163076.4755
1728,186529.2768
1729,161460.3371
1730,138454.2203
1731,128430.9559
1732,119171.0224
1733,113193.8299
1734,125623.6616
1735,117569.0676
1736,116374.244
1737,313313.2564
1738,226722.6388
1739,263227.9836
1740,224676.7006
1741,180149.1611
1742,177196.8802
1743,184384.0963
1744,296182.1479
1745,251118.2127
1746,241427.8042
1747,198344.6663
1748,205097.6555
1749,155821.8063
1750,150346.596
1751,214225.4907
1752,114638.8601
1753,172879.6604
1754,210544.2101
1755,168029.021
1756,112852.24
1757,112295.4167
1758,143427.0953
1759,161221.1728
1760,151775.4233
1761,151995.0364
1762,169459.5818
1763,172423.3987
1764,118043.4215
1765,195417.3241
1766,173484.2439
1767,186412.8888
1768,131810.6046
1769,175741.2635
1770,130420.5283
1771,134360.9701
1772,145858.0527
1773,125937.8873
1774,164724.2203
1775,132791.9389
1776,124463.588
1777,103138.6514
1778,121908.1011
1779,109731.5108
1780,161352.5729
1781,132196.8336
1782,92807.08978
1783,130202.7061
1784,88882.70337
1785,115284.9869
1786,157633.6833
1787,146600.5082
1788,53529.50285
1789,103139.5148
1790,72670.02969
1791,195882.3357
1792,160060.7355
1793,117862.7711
1794,133835.3234
1795,137777.6525
1796,119371.6422
1797,135848.0231
1798,123900.6689
1799,100626.9892
1800,120286.188
1801,125694.3685
1802,152475.4032
1803,169491.103
1804,113960.5594
1805,134960.8657
1806,134476.8384
1807,134917.0016
1808,111218.052
1809,108536.1205
1810,136637.3453
1811,87442.34897
1812,112861.3099
1813,127073.042
1814,98572.20015
1815,65331.96973
1816,94675.06841
1817,117355.1508
1818,142955.8406
1819,118643.1419
1820,80359.4275
1821,109513.2345
1822,142748.2041
1823,68891.4485
1824,135373.0102
1825,120800.4853
1826,105723.1811
1827,108915.7698
1828,135675.5674
1829,141980.4181
1830,152795.6041
1831,151975.2419
1832,121013.3245
1833,146718.884
1834,120636.17
1835,138219.6782
1836,149322.8872
1837,90203.2782
1838,121042.1186
1839,87878.05461
1840,121539.9009
1841,121817.8437
1842,110732.6308
1843,129188.8947
1844,134246.3996
1845,145087.1358
1846,150731.331
1847,177445.7975
1848,65618.30445
1849,115964.6333
1850,125988.3712
1851,146726.4062
1852,125710.1587
1853,122537.4194
1854,167823.7367
1855,157394.5471
1856,213051.8346
1857,120133.7505
1858,137163.6235
1859,118343.7361
1860,129812.2122
1861,117665.9286
1862,248385.1836
1863,246126.9484
1864,246148.1888
1865,317154.6553
1866,327926.9319
1867,241823.8307
1868,267160.1228
1869,195860.1984
1870,219897.0591
1871,244279.0502
1872,173932.5998
1873,248834.4383
1874,134312.1088
1875,209360.8027
1876,190582.5998
1877,208841.2428
1878,213303.6192
1879,124092.2925
1880,128917.6515
1881,235724.1814
1882,249574.7175
1883,202319.8687
1884,213138.4893
1885,229487.9199
1886,262922.6955
1887,202915.5228
1888,254798.3952
1889,170701.4298
1890,121515.3363
1891,135333.3778
1892,105317.2369
1893,137155.8371
1894,138629.6086
1895,148747.8384
1896,122376.6817
1897,121905.5626
1898,122922.74
1899,143520.7001
1900,139899.7418
1901,159668.228
1902,159046.1691
1903,190594.4541
1904,142426.1357
1905,203320.8139
1906,160258.0491
1907,209545.173
1908,110057.9246
1909,132594.2881
1910,118789.3028
1911,204685.3973
1912,279848.7634
1913,141601.0296
1914,77415.0274
1915,280361.5228
1916,56598.79697
1917,254816.0143
1918,131359.3222
1919,159064.6723
1920,187545.2689
1921,425032.3459
1922,357285.8009
1923,214111.4467
1924,233908.066
1925,243668.4822
1926,403827.4445
1927,126728.4016
1928,157701.0383
1929,111470.363
1930,134101.9279
1931,130363.4159
1932,147280.0423
1933,156439.8329
1934,182603.2644
1935,168193.0957
1936,183484.546
1937,185934.8072
1938,175311.3025
1939,268313.4923
1940,203323.4772
1941,185687.2975
1942,183619.2427
1943,207451.6286
1944,317367.1532
1945,389175.9527
1946,183757.0672
1947,313277.4536
1948,185919.1423
1949,223184.8693
1950,182181.4574
1951,253204.7057
1952,227102.9918
1953,162859.3949
1954,199348.751
1955,140743.0326
1956,283869.7579
1957,180334.6226
1958,273725.7066
1959,144462.1158
1960,113397.3884
1961,122374.6977
1962,99969.44655
1963,99731.60055
1964,106523.5527
1965,147009.2969
1966,128961.5973
1967,284546.1347
1968,390199.8957
1969,401369.9001
1970,395533.6069
1971,489120.9234
1972,342844.7411
1973,322520.0567
1974,304724.3419
1975,511423.5937
1976,280558.1176
1977,340579.5074
1978,360906.644
1979,352983.0218
1980,208889.728
1981,342178.9512
1982,218480.9441
1983,218480.9441
1984,176280.3003
1985,198959.1871
1986,205199.8861
1987,187559.5087
1988,179253.3348
1989,201739.3609
1990,214618.9052
1991,206532.9775
1992,213344.131
1993,182513.8179
1994,235125.7049
1995,195526.5964
1996,277335.0818
1997,333477.1841
1998,324637.0689
1999,251215.806
