Id,SalePrice
1461,114133.0403
1462,150561.5039
1463,176955.6719
1464,183256.9254
1465,194933.3743
1466,177513.5559
1467,166863.5513
1468,170946.0112
1469,189865.3357
1470,114405.7338
1471,180422.8631
1472,100525.2805
1473,98635.72197
1474,128665.2392
1475,109076.4539
1476,403497.4978
1477,276884.9506
1478,305893.3061
1479,308188.0059
1480,522300.387
1481,329201.8413
1482,219398.2557
1483,195848.5626
1484,166018.6587
1485,176854.8323
1486,204611.1217
1487,346166.3111
1488,271782.2948
1489,210000.969
1490,218288.2586
1491,203904.2689
1492,102930.6234
1493,181942.0501
1494,301341.4504
1495,295557.6637
1496,213086.7478
1497,201559.8164
1498,168423.0265
1499,153681.3292
1500,146499.2172
1501,174680.0947
1502,158690.9958
1503,279458.4176
1504,244025.7444
1505,228233.6911
1506,194364.7326
1507,237943.9297
1508,193142.5826
1509,162525.5422
1510,143194.9678
1511,141894.5491
1512,158723.5156
1513,154942.7567
1514,153573.8409
1515,200067.0788
1516,147332.1615
1517,152014.4041
1518,140048.0286
1519,211505.5852
1520,125766.7531
1521,131603.4524
1522,164193.0795
1523,118387.7995
1524,115493.7972
1525,115261.852
1526,114477.0741
1527,105261.4076
1528,140115.5561
1529,134049.5792
1530,169596.0949
1531,113791.4025
1532,94511.49295
1533,141746.3524
1534,136006.7296
1535,158548.579
1536,116496.0569
1537,86213.73287
1538,156159.6078
1539,169121.8304
1540,126649.0636
1541,145405.5417
1542,148235.1647
1543,184962.6793
1544,86101.26749
1545,113271.1079
1546,120747.054
1547,122925.9904
1548,129902.1443
1549,113270.1839
1550,126138.7895
1551,115460.6374
1552,132384.8073
1553,140626.6348
1554,125017.9165
1555,170365.0485
1556,118157.2527
1557,91057.28997
1558,105283.648
1559,111758.1465
1560,118115.8764
1561,114113.7348
1562,124636.0537
1563,113657.5786
1564,140844.0735
1565,143616.2379
1566,232770.642
1567,91017.05215
1568,223234.7237
1569,130606.2529
1570,128686.5371
1571,121103.8908
1572,138231.6433
1573,236242.7434
1574,142474.3005
1575,199560.2354
1576,211870.7405
1577,190813.992
1578,134163.299
1579,143487.0141
1580,197026.6097
1581,143357.3182
1582,121791.9577
1583,290840.7199
1584,225251.761
1585,137063.4361
1586,82732.72655
1587,104281.8461
1588,136026.1642
1589,112688.8291
1590,137545.337
1591,101635.0317
1592,125381.0336
1593,112917.1714
1594,122684.3757
1595,124874.2908
1596,224692.4059
1597,178808.9399
1598,213357.9405
1599,158366.9026
1600,167530.2459
1601,69511.52334
1602,115865.3186
1603,71730.35598
1604,239453.5321
1605,243907.7646
1606,158701.0079
1607,191716.7639
1608,234996.4549
1609,210310.1175
1610,172081.0493
1611,148850.0301
1612,182671.775
1613,173052.0264
1614,101281.3465
1615,88317.57551
1616,96862.49624
1617,102377.0833
1618,123641.188
1619,129735.1302
1620,174197.9029
1621,149101.3152
1622,137955.8251
1623,242952.8626
1624,200256.229
1625,118936.5514
1626,169123.5961
1627,183357.9566
1628,272362.9492
1629,177654.5104
1630,334484.5725
1631,232550.5764
1632,240694.5818
1633,168163.1195
1634,184437.4273
1635,168905.8871
1636,162083.2663
1637,177876.191
1638,200701.7027
1639,188019.364
1640,247453.1326
1641,186625.5668
1642,232546.8621
1643,249556.0646
1644,245323.5617
1645,172562.8992
1646,145828.129
1647,162131.418
1648,140895.8747
1649,127231.5315
1650,112428.8574
1651,123220.3074
1652,101460.7165
1653,100991.9154
1654,144094.9225
1655,124470.6294
1656,129913.7137
1657,145482.3142
1658,143604.4496
1659,119774.0455
1660,143388.6139
1661,445311.3195
1662,379816.276
1663,395232.0772
1664,541670.7521
1665,349836.1708
1666,306444.8118
1667,370195.4511
1668,348239.4311
1669,283718.1556
1670,362690.6535
1671,265186.6842
1672,420180.1077
1673,304405.6867
1674,274464.8992
1675,191709.7786
1676,169370.0292
1677,210056.7723
1678,505816.1764
1679,358474.7695
1680,327387.5956
1681,270393.4963
1682,294616.2502
1683,202386.0599
1684,189332.051
1685,178551.6669
1686,171614.1674
1687,173368.1075
1688,199347.434
1689,198687.2548
1690,188836.8149
1691,177699.0705
1692,249293.2768
1693,173289.6004
1694,175152.8725
1695,169641.3926
1696,265936.3349
1697,169369.0759
1698,347760.7168
1699,315272.5249
1700,243084.0811
1701,275571.2042
1702,290805.6376
1703,282600.4261
1704,288443.1386
1705,242009.269
1706,465061.1098
1707,229389.7213
1708,226265.7385
1709,289569.6929
1710,239552.0493
1711,260901.7417
1712,290041.6331
1713,266269.3408
1714,237017.0841
1715,216233.5321
1716,195702.8185
1717,185531.5382
1718,157986.1038
1719,211035.4823
1720,239613.6858
1721,187703.7037
1722,150099.6367
1723,159071.9626
1724,220183.9856
1725,224364.6835
1726,180045.12
1727,162195.5857
1728,183146.0531
1729,157595.1502
1730,139509.8884
1731,124380.8329
1732,115670.5383
1733,110818.4349
1734,119252.8997
1735,122758.4174
1736,112963.4614
1737,299074.827
1738,228639.0923
1739,288052.0257
1740,224388.5154
1741,184704.1904
1742,174698.0521
1743,180780.0619
1744,290937.7208
1745,247325.0527
1746,237342.1236
1747,194862.7929
1748,220176.7724
1749,147028.8026
1750,145873.6927
1751,228410.8631
1752,112679.7763
1753,167389.9885
1754,203654.4785
1755,161997.4445
1756,109324.6741
1757,109200.1564
1758,136532.0188
1759,152535.5158
1760,156162.8195
1761,146647.4892
1762,164437.2874
1763,165983.5088
1764,113817.8837
1765,188776.1374
1766,160939.0298
1767,194042.2475
1768,125770.7236
1769,167376.0357
1770,132686.9677
1771,128089.22
1772,138561.7603
1773,121442.3567
1774,157545.298
1775,125699.5808
1776,119487.5766
1777,99708.29838
1778,129658.8196
1779,105741.1281
1780,169267.1461
1781,125066.5982
1782,90953.56418
1783,136236.5999
1784,97523.71103
1785,110852.5641
1786,130912.7045
1787,153612.3021
1788,54255.96419
1789,100471.6036
1790,82019.15943
1791,198493.2885
1792,154034.9776
1793,115034.044
1794,141658.6859
1795,131923.34
1796,115062.2958
1797,126968.8892
1798,118601.3585
1799,97688.78049
1800,115882.3099
1801,129759.9197
1802,146887.2451
1803,164057.8657
1804,116094.5944
1805,129804.471
1806,139084.9346
1807,130740.0462
1808,122901.0448
1809,115465.7159
1810,128816.6173
1811,82618.05465
1812,110069.4779
1813,124597.2349
1814,95222.73298
1815,65925.84937
1816,92517.03283
1817,110502.9314
1818,136387.0847
1819,126159.0888
1820,78391.47066
1821,96749.4481
1822,151981.169
1823,69698.50022
1824,127815.8827
1825,120193.2766
1826,100766.689
1827,115314.05
1828,124824.4294
1829,132222.2599
1830,141878.6655
1831,158307.3931
1832,117187.6498
1833,137469.2056
1834,128297.5074
1835,143251.0101
1836,140658.0173
1837,87342.28441
1838,119327.103
1839,95216.92851
1840,120319.247
1841,121069.4951
1842,103426.0077
1843,127401.645
1844,132650.3991
1845,135838.7641
1846,146356.8205
1847,175139.663
1848,66662.00301
1849,114223.3591
1850,120913.5293
1851,139685.84
1852,119285.4265
1853,121438.5894
1854,168986.3659
1855,162171.6448
1856,212286.9828
1857,144302.5771
1858,140748.5223
1859,117451.7231
1860,134220.0795
1861,116710.8616
1862,255057.8629
1863,249417.0924
1864,249469.8006
1865,315482.8149
1866,316326.3382
1867,238084.21
1868,269208.2933
1869,193346.7875
1870,217433.7555
1871,241833.9923
1872,176685.2182
1873,245478.0881
1874,138452.112
1875,209026.3187
1876,190547.8854
1877,206641.5931
1878,211505.365
1879,127817.8749
1880,127979.5699
1881,233539.6631
1882,257036.711
1883,202269.4108
1884,215650.2509
1885,229637.3182
